eng,nupe
And thus it is that We have sent down the Book to thee So the People of the Book believe therein as also do some of these pagan Arabs and none but Unbelievers reject our signs,Acin ga ga u yio Yi cin litafi be ya wyoe za nanzhi yi la litafi ya nan e ya gaskiya be u yin to mini za nnanzhio jamaa yan alumma nnanzhi a de na gaskiya ya beu yin nan a de za naa gbomi be aya yi zhii naa Sai de kafirizhi
And thou wast not able to recite a Book before this Book came nor art thou able to transcribe it with thy right hand In that case indeed would the talkers of vanities have doubted,Wyo ma fe za na e gba litafi ndondo shidzo kafi Alkuranu naa wo ma fe za na e ka yan be gwalowyo yin naa ka cana eza dedezhi a fe jin kelokezhin eti Alkuranuo
Nay here are Signs self-evident in the hearts of those endowed with knowledge and none but the unjust reject Our Signs,Alkuranu Ujin eyan kelokezhina Alkuranu ayazhi a yio nanzhia tula dan mini yangban za nanzhi Soko la kpikpe ya nan Zae ni ndondo mae gbomi be aya Yizhi yina sai dai azwalumizhi
Ye they say Why are not Signs sent down to him from his Lord Say The signs are indeed with Allah and I am indeed a clear Warner,A kafirizhi ci gan Kiila a ci cin ayazhi nanzhi e wu gwa zankpezhi nan be yau dagan nko yan Tsociu boa yino Gan ya gan Aya yan egwa wu wuncinzhi eba Soko boa dano Mii man mi fea sai dai gangba jin ci nan tso a tula nan
 And is it not enough for them that we have sent down to thee the Book which is rehearsed to them Verily in it is Mercy and a Reminder to those who believe,Asha U kunke yaa nan Mi a litafi cin be a ya wyoe acie gbau yaa kando-kando e naa Ngan mini wuncino yegunko danbo be sinsantui ya za nanzhi a imani jin nan
Say Enough is Allah for a witness between me and you He knows what is in the heavens and on earth And it is those who believe in vanities and reject Allah that will perish in the end,Annabi Gan ya gan Soko a kunke yan Eri jin-ci eti yan nanzhi dan tsakani mibo be eyin nan Soko yi be kpikpe yan yan nanzhi fi sanmazhio to kinbo nan za nanzhiima a imani jin be ganmanae nan acia jin kafirci a cin mannanbo be Sokoe nan za wuncinzhi ga yi eza hasarazhio
 They ask thee to hasten on the Punishment for them had it not been for a term of respite appointed the Punishment would certainly have come to them and it will certainly reach them- of a sudden while they perceive not!,A maa jin a fe din wyo ye be bibe yan azabae kau jin ebo eka nan Soko a yanu ba cici a ni naa da azaba ada be tsuna akika ma azaba a be be ya a be girkui lokaci nan a tu sanwo wuna nan
They ask thee to hasten on the Punishment but of a surety Hell will encompass the Rejecters of Faith!-,Edin wyo ye be bibe yan azabae akika ma ena yan jahannama uga ma kafirizhi kezhe
 On the Day that the Punishment shall cover them from above them and from below them and a Voice shall say Taste ye the fruits of your deeds!,Efo wuncin azaba ga rukpea dagan titabo da bici takoazhi Malaikazhi cia gan ya gan efe fin azaba yan etun dede nanzhi ye fe lo izheo nan
O My servants who believe! truly spacious is My Earth therefore serve ye Me - and Me alone!,Ya ye wuzhi mi zhi nan zhi a imani jin nan akika kin yan Mi nan Mi ta cici ya ye nan u -- pe saraw yin ebo acino efe jin bauta ya Mi
Every soul shall have a taste of death in the end to Us shall ye be brought back,Rayi ndondo uga egwa la a dan tsutsuo daa mi gancin ma eba Mi Soko ga a kezhe kuye zhino
 But those who believe and work deeds of righteousness - to them shall We give a Home in Heaven- lofty mansions beneath which flow rivers- to dwell therein for aye- an excellent reward for those who do good!-,Za nan zhi ga imani jin a cie lo tun wangizhi nan Yia ya ecin ba edunfe ba mini aljannao kata kozhi nanzhi eduzhi e je fi tako a bo nan ba ga bo afi tutunyino madanla be egagba yan za nanzhi e lo tun wangizhi nan
 Those who persevere in patience and put their trust in their Lord and Cherisher,Za nanzhi a hakuri jin nan a maa fe za nanzhi a alamariazhi kpata a yakpe Tsocia nan
How many are the creatures that carry not their own sustenance It is Allah who feeds both them and you for He hears and knows all things,Dokun dokun yan dabbazhi ujin atso e la kara gigiazhia Soko ga yi Etsu nane yaa gi nano to ye tso zawangizhi Soko gae kpa yeo Soko Etsu u yio nae wo esansan yandondo nan U ma yi be kpikpe yandondoe
If indeed thou ask them who has created the heavens and the earth and subjected the sun and the moon to his Law they will certainly reply Allah How are they then deluded away from the truth,Wyo ma ga gbina gan gan Zii jin sanmazhio to kin yino zii ma jin foro yan igidi to etswao A gan gan Soko Kici be la acie la ankali yezhi pan ya ke wunwun yan Soko lugwao
Allah enlarges the sustenance which He gives to whichever of His servants He pleases and He similarly grants by strict measure as He pleases for Allah has full knowledge of all things,Soko gae la arziki a ya zae ga bau nan mini wuzhiuuzhi bo u mae kezhe la arziki a yiku ya zana a ba u nan akika Soko de kpikpe yan hali ndondo nan -- zandondo yin nan
And if indeed thou ask them who it is that sends down rain from the sky and gives life therewith to the earth after its death they will certainly reply Allah! Say Praise be to Allah! But most of them understand not,Akika wyo ga gbina gan gan Zi yiza nae du ele zhin dagan sanmao nano U ci kezhea kin dan rayi baci nan u yi eyan tsutsuci nano Akika a gan gan  Sokoo Gan gan yebo kpaata jin tabbata ya Soko Asha ekun dondoazhi a de hankalia
 What is the life of this world but amusement and play but verily the Home in the Hereafter- that is life indeed if they but knew,Edunfe izhe nanan u yi yandoa sai de eyan shagala be edzoe akika eku batsozhi u ga yi edunfeba yan eman rayi wangio da aci gan a de kpikpe de nan
Now if they embark on a boat they call on Allah making their devotion sincerely and exclusively to Him but when He has delivered them safely to dry land behold they give a share of their worship to others!-,Abeke zawangizhi ga gandan mini eya nuwano nan a fe ti lali kpe Soko a adua be bautae tadzu ya ninimbo yan Soko be jinjin adini ka minan U gaa wadzun a cia pa tu lafiya nan a a fe za nanazhi e la yan a pa Soko baci nan
Disdaining ungratefully Our gifts and giving themselves up to worldly enjoyment! But soon will they know,Ebo mana cin bo abo be alhairi nanzhi Soko la yaa nan ebo ma a de ba a woma kendoe u sa fi yangbanazhi nan bele yin atsoa be de kpikpe ke u -- yin eza ucin manan ubo be Soko yina nan
 Do they not then see that We have made a sanctuary secure and that men are being snatched away from all around them Then do they believe in that which is vain and reject the Grace of Allah,Kashi a leba ye lea kendoe Yi yia Harami Maka laa fe ezhi yan aminci naa Ezhi nanzhi ma maa -- ba nan zawangizhi e wu dozhi wu fi bo naa Kashi ganmanan ga ye ajin imani be yino ye cie cin manan bo be eyan emanzhi nan Soko la a ya ye nan
And who does more wrong than he who invents a lie against Allah or rejects the Truth when it reaches him Is there not a home in Hell for those who reject Faith,Zii ma gafe binakun tici gan za nane tswa ganmanna ta Soko nano ko ma wuna gaskiya yi ganmannan lokaci nan gaskiya be yau nano Asha ecin ba yan azaba udan jahannamao ya kafirizhia
 And those who strive in Our cause- We will certainly guide them to our Paths For verily Allah is with those who do right,Za nanzhii ma a ga jin kokari eti wiwa yan yarda Mi Soko nan akika Mi ga la ake eko Mi zhi akika taimako Soko u dan be za nanzhi e jin bolobolo dan edunfe izheabo nan 
 A L M, Alif lam meem
 Allah! There is no god but He-the Living the Self-Subsisting Eternal,Soko! Ade yandoci naajin bawta ya be gaskiyae na sai de Wyuny Etsu rayi Etsu naakunke be yandondoe na
It is He Who sent down to thee step by step in truth the Book confirming what went before it and He sent down the Law of Moses and the Gospel of Jesus before this as a guide to mankind and He sent down the criterion of judgment between right and wrong,Wyuna Litafi cin bea ya wyoe ganni be gaskiyae umae la gaskiya-bo yan litafi nazhi shiu dzo na wu Uma cin Attaura be to Injeela
Then those who reject Faith in the Signs of Allah will suffer the severest penalty and Allah is Exalted in Might Lord of Retribution,Shidzo batsozhio bawu a yio ya zawangizhi u ma cin Funruqanu Litafi na la erikpe dan tsakani gaskiya be ganmanae na Akika zanazhia jin kafirinci be aya Soko zhiy na azaba na gbota na gaajin tabbata yaa Soko ma Etsu zankpe uyio Etsu na yi be azaba na tsanni uyio
From Allah verily nothing is hidden on earth or in the heavens,Shidzo bats`ozhio bawu a yio ya zawangizhi u ma cin Furuqanu Litafi na la erikpe dan tsakani gaskiya be ganmanae na Akika zanazhia jin kafirnci be `aya Soko zhiy na azaba na gbota na gaajin tabbata yaa Soko ma Etsu zankpe uyio Etsu na yi be azaba na tsanni na uyio
He it is Who shapes you in the wombs as He pleases There is no god but He the Exalted in Might the Wise,Wyun ga yi Etsu nae tswa ye dan mini ewanzhio kendoe ga ba U nao Ade yandoci naawun be gaskiyae naa saide Wyuny na yi Etsu zankpe uma yi Etsu hikima na
 He it is Who has sent down to thee the Book In it are verses basic or fundamental of established meaning they are the foundation of the Book others are allegorical But those in whose hearts is perversity follow the part thereof that is allegorical seeking discord and searching for its hidden meanings but no one knows its hidden meanings except Allah And those who are firmly grounded in knowledge say We believe in the Book the whole of it is from our Lord and none will grasp the Message except men of understanding,Wyun ga cin litafi be ya wyo yo miniu bo ayazhi danbo nazhi bayani hukunciazhi yi bibaci na a ga dokun gan fi litafi bo ndocizhi madanbo bayani hukuncizhi be dozhi Ammaa za nazhi yangbaazhi a pan ke gaskiya lugwa na elami-la-tu nazhi ga bedozhi miniubo na ebo wiwa yan fitinao be wiwa fasara eti etun yangbao zandondo ma kpe fasarau yan gaskiya yea saide Soko Za nazhi maa shidu dan ilimio na ajin afe gan Yi yia imani jin be uyin kpatau daga eba Tsuci yi bo ufe beo Amade za nazhie kpaye naa saide eza ankalizhi
 Our Lord! they say Let not our hearts deviate now after Thou hast guided us but grant us mercy from Thine own Presence for Thou art the Grantor of bounties without measure,Tsoci yi! Ga pan yangban yi ke gaskiiya lugwa ma baci na Wyoa yi wu bani na ma Wyo mao twarya yeguno yayi dagan nko wyo bo akika wyoe Etsu ryatwa wyo yio
Our Lord! Thou art He that will gather mankind Together against a day about which there is no doubt for Allah never fails in His promise,Ya wyo Tsuci yi! Akika wyo ga yi za naaku zawangizhi yekan dan mini efo na kelo kezhin ndondo dan boa nao AkikaSokoe le lokaci alkawali baa
Those who reject Faith- neither their possessions nor their numerous progeny will avail them aught against Allah They are themselves but fuel for the Fire,Akika za na zhia jin kafirinci na dukiyaazhi to egiazhi a kunke yaa wo be yandondoe eba Soko boa a wuncinzhima agayi emi be cigbantun yan ena zhio
Their plight will be no better than that of the people of Pharaoh and their predecessors They denied our Signs and Allah called them to account for their sins For Allah is strict in punishment,Tabiazhi yi ke yan za ba Firauna zhi na to za nazhi shia dzo na a aya yizhi yi ganmana Soko ma cia wan be zunubiazhi Soko ma Etsu uyio na gbata azabao na
Say to those who reject Faith Soon will ye be vanquished and gathered together to Hell-an evil bed indeed to lie on!,Gan ya za nazhia jin kafirinci na gan Bele-yin agae zankpe ama gae ku yekan da jahannama be bibi maajin tabbata ya yantaci wuncin
There has already been for you a Sign in the two armies that met in combat One was fighting in the cause of Allah the other resisting Allah these saw with their own eyes Twice their number But Allah doth support with His aid whom He pleaseth In this is a warning for such as have eyes to see,Akika aya wanciko wunafe yaye dan mini jamaa guba nazhi gun be dozhi ekundao na jamaa kasan nini egunkun ta eti eko Soko kasan baci ma yan Kafirizhiu yio aci e leye ganajin Musulumizhi guba lile ye yan Soko mae la kagbo a ya za na ga Una be mae la kagbo a ya za na ga ba Una be Nasara UyinAkika mini wuncino eyan yekpa danbo ya zanazhi gayi eza baseera zhi na
Fair in the eyes of men is the love of things they covet Women and sons Heaped-up hoards of gold and silver horses branded for blood and excellence and wealth of cattle and well-tilled land Such are the possessions of this world´s life but in nearness to Allah is the best of the goals To return to,A wiwa yan eyan shahawazhi pa nini fi zawangizhi yan yinzagizhi egizhi to dukiya nazhi yi epa epazhi yan zinariya be azarfae na to doko nazhia pa nin na to dabbazhi to yangici sunsunzhi Wuncinzhi kpata eyan emawo izhe ayio Soko ma ebaugabo ezhe keba wangi dano
 Say Shall I give you glad tidings of things Far better than those For the righteous are Gardens in nearness to their Lord with rivers flowing beneath therein is their eternal home with companions pure and holy and the good pleasure of Allah For in Allah´s sight are all His servants,Gan gan kashi min yaye labari yan natsozhi de alheri gan wuncinzhina Ya zanazhi ga sundan Soko na Aljanna nazhi nuwan zhieje fi takoabo na danbo yaa eba yan Tsociabo bagabo maafi tutunyino To yinmizhi nazhi yi lilicizhina ganni be yeda jin dagan eba Soko Soko mae le wuzhizhi ye be iri yan nazhi ejin na
 Say Shall I give you glad tidings of things Far better than those For the righteous are Gardens in nearness to their Lord with rivers flowing beneath therein is their eternal home with companions pure and holy and the good pleasure of Allah For in Allah´s sight are all His servants,Gan gan kashi min yaye labari yan natsozhi de alheri gan wuncinzhina Ya zanazhi ga sundan Soko na Aljanna nazhi nuwan zhieje fi takoabo na danbo yaa eba yan Tsociabo bagabo maafi tutunyino To yinmizhi nazhi yi lilicizhina ganni be yeda jin dagan eba Soko Soko mae le wuzhizhi ye be iri yan nazhi ejin na
Those who show patience Firmness and self-control who are true in word and deed who worship devoutly who spend in the way of Allah and who pray for forgiveness in the early hours of the morning,Zanazhi jin hakuri na to za nazhiyi za gaskiya zhi na to za nazhie dakpya na To za nazhie wu dukiya fi eko wangio na to za nazhie ba gafara dan lokaci Asubaabo na
There is no god but He That is the witness of Allah His angels and those endued with knowledge standing firm on justice There is no god but He the Exalted in Power the Wise,Soko jin ri kede ade Tsoci ndocia saide Wyun na to Malaikazhi to eza kpikpezhi nazhie lakugikini be gaskiyae na ade Tsoci ndocia saide Wyuny Etsu nayi Etsu zankpe na Etsu nayi Etsu hikima na
The Religion before Allah is Islam submission to His Will Nor did the People of the Book dissent therefrom except through envy of each other after knowledge had come to them But if any deny the Signs of Allah Allah is swift in calling to account,Akika adini eko izhe le natso Soko jin yeda be yin na Ugayi Musuluncio Za nazhi ma ala litafi ya na ace lebaa saibaci na ilimi da be ya na ebo yangban dede na dan tsakaniabo naZandondo na gae jin kafirinci be aya Soko zhi-na to akika Soko faneba hisabi jino
So if they dispute with thee say I have submitted My whole self to Allah and so have those who follow me And say to the People of the Book and to those who are unlearned Do ye also submit yourselves If they do they are in right guidance but if they turn back Thy duty is to convey the Message and in Allah´s sight are all His servants,A ma ga gbomi be wyo yin wyo gan gan Mia alamari mi laaya Soko to za na maga gba mi na acinga uyio Wyo mao gano ya za nazhi ala litafi ya na to zanazhi ma gbaa ama makaa na Ngba ye yea kpatsun ta ya Soko To akika aga Kpatsun ta ajin shiri dano na ammaa aga bea zuma zheta akika yanna ta eti wyobo na ugayi yanwuo Soko mae cin wuzhizhi le
As to those who deny the Signs of Allah and in defiance of right slay the prophets and slay those who teach just dealing with mankind announce to them a grievous penalty,Akika za nazhie jin kafirinci be aya Soko zhiyna acie wu Annabizhi umayi be hakki ndondo yina na acie wu za nazhie jin zazhi foro ganajin adalinci mini zawangizhio na wyo gaajinoya bushara be azaba na tan sarauyin na
 They are those whose works will bear no fruit in this world and in the Hereafter nor will they have anyone to help,Za wuncinzhi gayi zanazhi etunazhi a nyin ya izheo to ekuo nao amaade za nazhia jina taimako naa 
 Hast thou not turned Thy vision to those who have been given a portion of the Book They are invited to the Book of Allah to settle their dispute but a party of them Turn back and decline The arbitration,Ngba wyo cin le lo eba zanazhi ala robo ya mini litafi naaEyia ganabea tsun litafi Soko EboUdebaujin hukunci tsakaniabo gancin jamaa ndocizhi miniabo cia zuma zheta zheta acie la pan ya ke gaskiya lugwa
This because they say The Fire shall not touch us but for a few numbered days For their forgeries deceive them as to their own religion,Wuncin ma yi ebo na akika agan Enaadin yi yia saide yan efo nazhi yi bibacizhi na gancin ganmana nazhie tswa na cia ta ke adini jin wangi lugwa
But how will they fare when we gather them together against a day about which there is no doubt and each soul will be paid out just what it has earned without favour or injustice,To ke wuna yiyi nao Yi ga bea kuye kan ya efo natso kelokezhin dana naayino Acia gbata wo ya rayi ndondo yan woce na u ce na amajina zwalunci ekondondo boa
 Say O Allah! Lord of Power And Rule Thou givest power to whom Thou pleasest and Thou strippest off power from whom Thou pleasest Thou enduest with honour whom Thou pleasest and Thou bringest low whom Thou pleasest In Thy hand is all good Verily over all things Thou hast power,Gan gan Ya wyoe Soko na wun mulki kpata na wyoe la mulki aya za na ga ba wyo na wyo mae gwo mulki be za na ga bao nae wyo mae la zankpe a ya za na ga bao na wyo mae gba zana ga bao na alheri kpata egwa wyi bou fio Akika wyode i-ko ta eti yandondo
 Thou causest the night to gain on the day and thou causest the day to gain on the night Thou bringest the Living out of the dead and Thou bringest the dead out of the Living and Thou givest sustenance to whom Thou pleasest without measure,Wyoe la yeshi a lo dan mini batino igidio wyo mae la batin a lo dan mini yeshio wyo mae wa eyan be rayi a tinya dagan mini eyan tsutsucio wyo mae wa eyan tsutsuci tinya dagan mini yanna yi be rayi-na wyo mae la arziki a ya za na ga bao na umayi be lisafi yina
Let not the believers Take for friends or helpers Unbelievers rather than believers if any do that in nothing will there be help from Allah except by way of precaution that ye may Guard yourselves from them But Allah cautions you To remember Himself for the final goal is to Allah,Muminizhia ga kara la kafirizhi masoyizhi ma zandondo na ma ga da jin acin na za wuncinade kinigiba ndondo ke dan eba Soko boa saide ugafe ebo yede bae tswa mini yezhi be yekan ndociy Soko mae li ye dasun be eti tacinu yin ezhekeba kpata ma beuyin udano
Say Whether ye hide what is in your hearts or reveal it Allah knows it all He knows what is in the heavens and what is on earth And Allah has power over all things,Gan gan Ye ga yannazhi fi yangban yezhio na swo koma yeu tula soko kpeu ye uma kpe yanna fi samazhio to na fi kinbo kpata na ye Soko ma ude i-ko ta eti yandondo
On the Day when every soul will be confronted with all the good it has done and all the evil it has done it will wish there were a great distance between it and its evil But Allah cautions you To remember Himself And Allah is full of kindness to those that serve Him,Efo na rayi ndondoa da tsun etun alheri nazhi ulo na to nazhi ulo dede na wyuna jin guri gan da agaade ekpa na lokpa na tsakaniubo be etun dedeuzhi Soko mae li ye dan be eti tacinuyin gan ye tswa wyin Soko ma Etsu to-sayi uyio be wuzhi zhiy
Say If ye do love Allah Follow me Allah will love you and forgive you your sins For Allah is Oft-Forgiving Most Merciful,Gan gan Ye ga fe gan ye wa Soko yan gaskiya to yea mi tu mi Sokoa wa yetso Umaajin ye gafara yan zunubiyezhi Soko ma Etsu gafara uyio Etsu yegun ma uyio
Say If ye do love Allah Follow me Allah will love you and forgive you your sins For Allah is Oft-Forgiving Most Merciful,Gan gan Ye ga fe gan ye wa Soko yan gaskiya to yea mi tu mi Sokoa wa yetso Umaajin ye gafara yan zunubiyezhi Soko ma Etsu gafara uyio Etsu yegun ma uyio
 Say Obey Allah and His Messenger But if they turn back Allah loveth not those who reject Faith,Gan gan Yea gba Soko ye mae lae gba Tuci Ammaa aga bea zuma zhe ta to akika Sokoe wa kafirizhia
Allah did choose Adam and Noah the family of Abraham and the family of ´Imran above all people,Akika Sokoa Adamu tsa to Nuhu to zami Ibrahima zhi to zami Imaranuzhi ta eti alittazhio kpata
Offspring one of the other And Allah heareth and knoweth all thingsZuriyazhi ayio sashiazhi afe dagan mini sashio Soko ma Etsu nae wo na uyio Etsu na kpe yandondo ye na uyio,
 Behold! a woman of ´Imran said O my Lord! I do dedicate unto Thee what is in my womb for Thy special service So accept this of me For Thou hearest and knowest all things,wyo mao pa lokaci na yinmi Imranu gan gan Tsoci akika mi she mi yan alkawali ya wyoe be yan na dan gbako mi bo na kede migau ma uga fe egi naajin bawta ya wyoebae nio na Ebo acino gwo aduwa mi Akika wyo gayi Etsu nae wo yandondo nao Etsu na ma kpe yandondo ye nao
s When she was delivered she said O my Lord! Behold! I am delivered of a female child!- and Allah knew best what she brought forth- And no wise is the male Like the female I have named her Mary and I commend her and her offspring to Thy protection from the Evil One the Rejected,Kamina ubea egi ma na uci gan Tsoci akika miuma yinzagi Soko ma kpe yan na uma na gan wyun tso Egi bagi ma ufe dozhin yinzagia Akika mi mau tu sunna Maryamu egi naa wun Soko gbaugi na mi mae wa tswitswa yau be wyo yin to zuriyauzhi wyo tswaa be egun shetan yin nayi eza cice yaci na
Right graciously did her Lord accept her He made her grow in purity and beauty To the care of Zakariya was she assigned Every time that he entered Her chamber to see her He found her supplied with sustenance He said O Mary! Whence comes this to you She said From Allah for Allah Provides sustenance to whom He pleases without measure,Tsociu ciu gwo gwigwo wangi Uciu lasa sisa wangi Ucia kpikpau laaya ZakariyauKandodo na Zakariyau ga gandan ebau bo masallacio na wyunada tsun yangici zhi eba ubo Uci gan ya wyoe Maryamu! Daga babo nana fe be ya wyo yao Uci gan Dagan eba Soko boufe beo Akika Soko ela arziki a ya za na ga bau na umayi be lisafi yina
There did Zakariya pray to his Lord saying O my Lord! Grant unto me from Thee a progeny that is pure for Thou art He that heareth prayer!,Baga gabo Zakariyau yi Tsociu yeo Ugan Ya wyoe Tsoci mi! Twarya ya mi dagan nko wyo bo yan zuriya wangi akika wyoe Etsu nae wo Umae gwo aduwa na wyo yio
While he was standing in prayer in the chamber the angels called unto him Allah doth give thee glad tidings of Yahya witnessing the truth of a Word from Allah and be besides noble chaste and a prophet- of the goodly company of the righteous,Malaikazhi ci tami yiu kangama ugi gbaro dan masallacio aci gan Akika Sokoe yao bushara yangban fa be egi na a yi sunnau gan Yahya na namaa gaskiya ya be kalma na fe be dagan eba Soko na umayi edzoshici umayi za lilici umayi Annabi naafe dan mini za guru zhio na
He said O my Lord! How shall I have son seeing I am very old and my wife is barren Thus was the answer Doth Allah accomplish what He willeth,Ugan Ya wyoe Tsoci mi! Ke egia ye dede ya mi nao alali ma mia kukua ni nao Yinmi mi mayi rama za nae magia na Ugan Acinga ga Soko ajin ujin kedoe ga bau nao
 He said O my Lord! Give me a Sign! Thy Sign was the answer Shall be that thou shalt speak to no man for three days but with signals Then celebrate the praises of thy Lord again and again and glorify Him in the evening and in the morning,Ugan Ya wyoe Tsoci mi! Aalama ndocizhi laashishi ya mi Soko ci gan Alama wyoe wyoa gangan be zazhi yina har yan fo guta saide be egwa tae ko eti duy Wyo mao feo dokun be yetun Sokoe wyo mao feo liu be tasbihi jiny to lazhin
Behold! the angels said O Mary! Allah hath chosen thee and purified thee- chosen thee above the women of all nations,Wyo mao pa To lokaci na malaikazhi gan Ya wyoe Maryamu! Akika Sokoa wyo tsa uma wyo tadzu ucia wyo tsa ta eti yinzagi alittazhio kpata
 O Mary! worship Thy Lord devoutly Prostrate thyself and bow down in prayer with those who bow down,Ya wyoe Maryamu! Fe dakpya ya Tsoci wyoe wyo mao feo jin sujada wyo mao feo lo ruku gan ni be za nazhie lo ruku na
This is part of the tidings of the things unseen which We reveal unto thee O Messenger! by inspiration Thou wast not with them when they cast lots with arrows as to which of them should be charged with the care of Mary Nor wast thou with them when they disputed the point,Wuncizhi dan mini labari gaibuzhio nazhi yi swiswoci na yi yejinu wahyi be ya wyoe wyo ma dan tacinabo kamina afe ce kuria be alkallan yinazhi eti zana gakpa Maryamuo naa wyo ma dan tacinabo lokacina afe jin husuma naa
Behold! the angels said O Mary! Allah giveth thee glad tidings of a Word from Him his name will be Christ Jesus the son of Mary held in honour in this world and the Hereafter and of the company of those nearest to Allah,Kamina malaikazhi gan Ya wyoe Maryamu! Akika Sokoe jin wyoe bushara be egane dagan eba ubo sunnaUyi Masihu Isa egi Maryamueza daraja uyio dan izhe nanao to ekuo umadan mini zanazhi yi za tsonba Soko zhi na
He shall speak to the people in childhood and in maturity And he shall be of the company of the righteousUmaafe gan gan be zawangizhi dan bobongi bou bo to lokaci na uga zhe gbarufu na uma dan mini za guru Soko zhio,
 She said O my Lord! How shall I have a son when no man hath touched me He said Even so Allah createth what He willeth When He hath decreed a plan He but saith to it ´Be´ and it is!,Ugan Ya wyoe Tsoci mi! Ke egia fefe ya mi nao alali ma zawangi ndondo la lagwa to mi yin nao Soko ci gan Acinga ga Sokoajin ujin alita yan yanna ga ba u nao Uga hukunci ba eti jinjin yandocio kawanyin wyun dea ganu gan A fe Uci gafeSurah And Allah will teach him the Book and Wisdom the Law and the GospelUmaala ilimi yan litafi wuu to hikimazhi to Attaura to Injila
And appoint him a messenger to the Children of Israel with this message ´I have come to you with a Sign from your Lord in that I make for you out of clay as it were the figure of a bird and breathe into it and it becomes a bird by Allah´s leave And I heal those born blind and the lepers and I quicken the dead by Allah´s leave and I declare to you what ye eat and what ye store in your houses Surely therein is a Sign for you if ye did believe,Umau laafe Tuci lo eba Banu Israilazhi U ganuya gan kede akika mi be yaye be ayae dagan eba Tsoci yebo Akika mia jin alita yaye dagan eguno ke kotonci elugi na mi cia be efe fiu uci ga zhe elugi be yeda Sokoe Mi mae sa batan yan zana ama be yeboe na to batan yan Soko guny mi mae dan eyan tsutsuci rayi be yeda Sokoe Mi mayae labari yannazhi yegi na to yan nazhi yeswo fi emi yezhio na Akikamini wuncino aya danbo ya ye wunayi Muminizhi ye yio na
 ´I have come to you to attest the Law which was before me And to make lawful to you part of what was Before forbidden to you I have come to you with a Sign from your Lord So fear Allah and obey me,Mi mae ya gaskiya be yan nazhi be dan yegboro mi bo mini yan Attaurao na Mi ma bebe ebo minla sashi yannazhia la jin haramu yaye na nzhe halalin yaye Mima be yaye be aya ndociy dagan eba Tsoci yebo E bo acino esundan Soko ye mae fe gba mi
´It is Allah Who is my Lord and your Lord then worship Him This is a Way that is straight´,Akika Soko ga yi Tsoci mi yino to Tsoci ye ebo acino ejin bawta ya U Nana ga yi eko gboro
When Jesus found Unbelief on their part He said Who will be My helpers to the work of Allah Said the disciples We are Allah´s helpers We believe in Allah and do thou bear witness that we are Muslims,Gancin Lokaci na Isa fewo sansan yan kafirinci dagan ebaabo na Ugan Zi-zhi a fe taimako jin ci mizhi lo eba etun Soko Hawarizhi taimako jinci Annabi Isa zhi ci ganYi gayi za nazhi a jin be Sokoe wyo mao jin ri kede yi Musuumi zhi yi yio na
 Our Lord! we believe in what Thou hast revealed and we follow the Messenger then write us down among those who bear witness,Ya wyoe Tsoci yi! Yi yia imani jin be yan na Wyo cin beyn na Yima mitu Tuci Wyoe eboacino a yi ka keba be zanazhia eri jin na
 And the unbelievers plotted and planned and Allah too planned and the best of planners is Allah,KafirizhimaA jin makirinci Soko-otso ma gun bea yin be egagba yan makirinciy Soko ga ma gano eba egagba yan makirinci bo
Behold! Allah said O Jesus! I will take thee and raise thee to Myself and clear thee of the falsehoods of those who blaspheme I will make those who follow thee superior to those who reject faith to the Day of Resurrection Then shall ye all return unto me and I will judge between you of the matters wherein ye dispute,Kamina Soko gan gan Y`a wyoe Isa! Akika mia go rayi be wyo yin Mi ma gan wyoe la be eba Mi Mi ma ga wyoe la be eba Mi Mi ma ga wyoe li dagan eba zanazhi jin kafirinci nao Mi ma ga zanazhia mi tu wyo na laata eti yan za azhijin kafirinci nao har dafo na ajin Alkiyami na Gancin ezhe keba ye ma eba Mi bou dano mi ciajin hukunci tsakani yebo mini yannazhi ye fe laace dozhi leba na
As to those who reject faith I will punish them with terrible agony in this world and in the Hereafter nor will they have anyone to help,Ammaade zanazhia jin kafirinci na Mia jina azaba na gbota na dan mini izheo to ekuo Ammaade zanazhia jina taimako naa
As to those who believe and work righteousness Allah will pay them in full their reward but Allah loveth not those who do wrong,Ammaade zanazhi ga imani jin na aci lotun wangizhi na Soko ga laadaala ya gungunci Soko mae wa za nazhiejin zwalunci naa
 This is what we rehearse unto thee of the Signs and the Message of Wisdom,Wuncin yie gbaugba ya wyoe dagan mini ayazhio to Tukpa pa naashe be hikimae na
The similitude of Jesus before Allah is as that of Adam He created him from dust then said to him Be And he was,Akika kotonci yan Isa kendoe Soko jinu naeba Sokouyi ke kotonci yan alitta Adama na Soko jin alitu dagan jikanao gancin uci ganu gan A feucia fe acin
 The Truth comes from Allah alone so be not of those who doubt,Gaskiya de ma dagan eba Tsoci wyo bo wune fe beo Wyo mao gaafe dan mini zanazhie jin shakka na ma
